City_Name,Year_T,Unempl_Rate,Prop_in_Sec_Ind,Pop_Density,GRP,GRP_Growth,Prop_of_Sci_Exp,Prop_of_Edu_Exp,Num_of_School,Avg_Income,Net_Flow_T+1
Changchun,1998,0.012,0.455,364,6090527,0.134,0.004,0.132,27,7869,0.0043
Yingtan,1998,0.047,0.469,290,389100,0.041,0.003,0.095,1,6363,-0.0001
Guangyuan,1998,0.041,0.47,183,845057,0.017,0.003,0.127,0,4539,0.0041
Mianyang,1998,0.122,0.49,255,3086626,0.134,0.005,0.055,5,5965,0.003
Deyang,1998,0.046,0.582,628,2328062,0.1,0.004,0.07,1,7332,0.003
Panzhihua,1998,0.04,0.766,135,1049112,0.059,0.01,0.076,1,8731,0.0051
Zigong,1998,0.071,0.495,719,1361893,0.091,0.142,0.129,3,5882,-0.001
Chengdu,1998,0.052,0.488,805,11025948,0.101,0.004,0.086,22,8248,0.0043
Yulin,1998,0.067,0.274,431,1874002,0.313,0.002,0.147,5,5081,0.0053
Guigang,1998,0.006,0.259,416,1017311,0.133,0.001,0.205,0,4916,0.0003
Qinzhou,1998,0.003,0.185,287,1226812,0.042,0.003,0.178,2,5489,0.0006
Suining,1998,0.146,0.416,701,1095380,0.066,0.002,0.132,0,5053,0.0043
Beihai,1998,0.088,0.292,412,1026208,0.117,0.002,0.093,0,6408,0.0081
Nanning,1998,0.061,0.346,284,2585733,0.066,0.009,0.1,10,7293,-0.0014
Yunfu,1998,0.154,0.498,318,1639954,0.07,0.012,0.034,0,6991,0.0037
Chaozhou,1998,0.118,0.429,774,1700933,0.12,0.001,0.107,1,6584,-0.0021
Qingyuan,1998,0.004,0.132,195,1368604,0.009,0.005,0.181,0,6981,0.0055
Yangjiang,1998,0.05,0.428,315,1416520,0.15,0.005,0.13,0,7514,-0.0008
Heyuan,1998,0.007,0.095,197,793666,0.042,0.009,0.096,0,5822,0.0031
Huizhou,1998,0.004,0.279,242,3560062,0.114,0.005,0.11,1,7836,-0.0001
Zhaoqing,1998,0.005,0.226,251,3619890,0.132,0.01,0.136,4,7475,0.0152
Maoming,1998,0.074,0.386,530,4274942,0.119,0.004,0.082,1,7727,0.0088
Zhanjiang,1998,0.006,0.168,510,3593140,0.052,0.003,0.087,3,6985,0.0192
Guilin,1998,0.038,0.363,172,2577389,1.463,0.006,0.132,7,7255,0.001
Jiangmen,1998,0.032,0.546,397,4818765,0.091,0.006,0.141,1,8287,-0.0032
Leshan,1998,0.042,0.488,269,1317615,0.102,0.003,0.287,1,5744,-0.0005
Yibin,1998,0.048,0.496,378,1681675,0.119,0.009,0.101,0,5230,0.0005
Dongying,1998,0.007,0.355,214,3156700,0.086,0.004,0.073,2,10817,0.0022
Shizuishan,1998,0.049,0.391,152,422873,0.089,0.005,0.093,0,7059,0.005
Yinchuan,1998,0.013,0.277,210,809834,0.093,0.003,0.081,4,6749,0.0045
Tianshui,1998,0.117,0.43,230,722019,0.221,0.005,0.171,1,5049,0.0024
Baiyin,1998,0.056,0.627,80,652408,0.105,0.006,0.114,0,7013,0.003
Jinchang,1998,0.05,0.701,46,301102,0.103,0.003,0.079,1,8243,0.0046
Jiayuguan,1998,0.047,0.635,49,160450,0.025,0.002,0.035,0,8446,0.0105
Nanchong,1998,0.056,0.374,567,1468328,0.104,0.002,0.255,3,4866,0.0005
Lanzhou,1998,0.022,0.541,217,2595092,0.085,0.005,0.111,13,7450,0.0074
Yan'an,1998,0.027,0.265,52,768192,0.099,0.004,0.246,1,5458,0.0022
Weinan,1998,0.031,0.482,395,1517990,0.082,0.001,0.452,1,5164,0.0012
Xianyang,1998,0.04,0.517,455,1998952,0.102,0.001,0.137,4,5629,0.0028
Baoji,1998,0.036,0.514,195,1683080,0.256,0.011,0.101,1,6386,0.0012
Tongchuan,1998,0.092,0.705,211,370748,0.108,0.003,0.114,0,5501,-0.002
Xi'an,1998,0.029,0.516,669,5571501,0.133,0.003,0.105,29,6922,0.006
Zunyi,1998,0.1,0.375,227.68,2162572,0.095,0.012,0.168,2,5327,0.0043
Liupanshui,1998,0.052,0.617,273,683514,0.081,0.002,0.157,1,5995,-0.0003
Guiyang,1998,0.115,0.564,405.61,2195496,0.116,0.005,0.105,10,6542,0.0095
Hanzhong,1998,0.116,0.465,134,1284856,0.08,0.002,0.279,4,4756,0.0001
Foshan,1998,0.025,0.554,852,7825620,0.131,0.002,0.129,1,11160,0.0046
Liuzhou,1998,0.032,0.581,339,1661595,0.065,0.004,0.113,3,7652,0.0013
Zhuhai,1998,0.033,0.527,426,2635000,0.119,0.005,0.061,0,13926,0.0177
Nanyang,1998,0.029,0.456,395,4658731,0.093,0.005,0.134,2,4883,-0.0074
Sanmenxia,1998,0.035,0.574,204,1448007,0.146,0.004,0.101,0,5419,-0.0001
Luohe,1998,0.024,0.49,956,1366115,0.115,0.005,0.104,0,4574,0.006
Xuchang,1998,0.042,0.413,868,2429190,0.118,0.007,0.122,1,5252,0.0054
Puyang,1998,0.031,0.577,814,1705816,0.067,0.013,0.116,0,6812,0.0041
Jiaozuo,1998,0.027,0.592,787,2508236,0.043,0.004,0.125,2,5117,0.0093
Xinxiang,1998,0.035,0.499,648,2560521,0.062,0.014,0.137,6,5294,0.0018
Hebi,1998,0.072,0.629,631,732335,0.069,0.005,0.132,0,5199,0.0069
Anyang,1998,0.057,0.536,686,2212881,0.037,0.006,0.125,2,5965,0.0031
Luoyang,1998,0.084,0.549,402,3648262,0.115,0.005,0.099,6,6506,0.003
Kaifeng,1998,0.049,0.448,715,1885971,0.09,0.006,0.171,5,4800,0.0016
Zhengzhou,1998,0.026,0.486,814,6203185,0.1,0.004,0.106,20,7744,0.0103
Liaocheng,1998,0.007,0.119,641,2353900,0.049,0.002,0.318,0,5391,0.0012
Dezhou,1998,0.006,0.187,509,3053363,0.152,0.009,0.131,2,5029,0.0029
Linyi,1998,0.004,0.218,575,4588200,0.094,0.004,0.257,2,5734,-0.0002
Laiwu,1998,0.008,0.313,543,1063200,0.147,0.032,0.195,0,7207,-0.0009
Rizhao,1998,0.004,0.202,516,1750000,0.13,0.003,0.179,0,5691,0.0001
Weihai,1998,0.003,0.361,452,5307000,0.151,0.004,0.092,2,6229,0.002
Tai'an,1998,0.011,0.265,690,3443400,0.122,0.007,0.163,5,6194,-0.0001
Jining,1998,0.005,0.224,729,5155100,0.11,0.039,0.167,6,6764,0.0015
Weifang,1998,0.004,0.336,527,7740000,0.11,0.018,0.158,3,6189,0.0008
Yantai,1998,0.003,0.322,468,7400000,0.053,0.027,0.142,4,6899,0.0015
Shangqiu,1998,0.025,0.316,744,2405946,0.084,0.006,0.181,0,4415,0.0022
Wuhan,1998,0.037,0.491,864,10158880,0.13,0.008,0.134,34,8255,0.0093
Pingdingshan,1998,0.049,0.602,600,2390078,0.086,0.004,0.13,2,6472,0.0047
Yiyang,1998,0.063,0.265,369,1837139,0.096,0.005,0.132,2,5102,0.0007
Guangzhou,1998,0.029,0.44,907,18416052,0.131,0.008,0.085,27,14692,0.0099
Huaihua,1998,0.118,0.376,173,2024805,0.094,0.003,0.134,1,5837,-0.0005
Yongzhou,1998,0.055,0.292,249,2309037,0.094,0.01,0.135,1,5519,0.0021
Chenzhou,1998,0.072,0.371,231,2104741,0.115,0.011,0.15,2,6417,0.0016
Zhangjiajie,1998,0.059,0.255,162,508095,0.067,0.001,0.108,1,6067,0.0008
Changde,1998,0.019,0.283,327,3036528,0.086,0.002,0.1,2,6317,0.0005
Yueyang,1998,0.112,0.347,343,3064420,0.1,0.003,0.101,2,5937,0.0034
Shaoyang,1998,0.045,0.316,344,2206726,0.091,0.003,0.09,2,5866,-0.0003
Shaoguan,1998,0.044,0.504,165,1821372,0.087,0.005,0.11,1,7437,0.0022
Hengyang,1998,0.084,0.506,455,3000134,0.118,0.004,0.1,6,6380,0.0009
Zhuzhou,1998,0.046,0.544,322,2632238,0.109,0.006,0.095,4,7389,0.0023
Changsha,1998,0.038,0.388,488,5428509,0.13,0.008,0.101,20,7586,0.0066
Huanggang,1998,0.056,0.254,414,3464035,0.102,0.003,0.131,1,5201,0.0059
Jingzhou,1998,0.045,0.312,448,3246633,0.073,0.006,0.153,4,5181,0.0053
Xiaogan,1998,0.031,0.365,512,3370203,0.131,0.004,0.146,1,6166,0.006
Jingmen,1998,0.041,0.381,239,3095303,0.124,0.002,0.126,2,6004,0.0082
Ezhou,1998,0.076,0.568,686,1093297,0.12,0.003,0.148,2,5525,0.0015
Yichang,1998,0.034,0.478,189,3776284,0.141,0.003,0.132,1,6585,-0.0001
Shiyan,1998,0.067,0.548,144,1817257,0.097,0.002,0.051,4,6987,0.0018
Xiangtan,1998,0.053,0.569,553,2000840,0.103,0.01,0.104,5,6890,0.0009
Huangshi,1998,0.052,0.57,533,1605195,0.128,0.023,0.134,2,6027,0.0032
Shaoxing,1999,0.034,0.533,546,7050648,0.112,0.007,0.172,1,10212,-0.0012
Jiaxing,1999,0.043,0.479,843,4718859,0.112,0.014,0.177,2,9956,0.0007
Jinhua,1999,0.033,0.419,407,5000345,0.086,0.014,0.212,2,10201,-0.0007
Huzhou,1999,0.034,0.457,439,3426184,0.1,0.006,0.221,1,9014,-0.0002
Quzhou,1999,0.032,0.48,273,1474938,0.091,0.003,0.149,1,9033,-0.0005
Wuxi,1999,0.028,0.506,905,11380111,0.141,0.004,0.139,2,10721,0.0008
Taizhou,1999,0.023,0.437,577,6050030,0.121,0.01,0.193,1,11343,-0.0005
Hefei,1999,0.028,0.399,592,2944484,0.113,0.001,0.1,9,7818,0.0107
Wenzhou,1999,0.018,0.464,612,7331880,0.122,0.009,0.226,4,11145,-0.0004
Wuhu,1999,0.073,0.47,656,1931721,0.083,0.016,0.085,5,8061,0.0062
Zhoushan,1999,0.035,0.38,683,1013672,0.12,0.008,0.19,1,10389,-0.0011
Ningbo,1999,0.03,0.472,575,10417362,0.074,0.002,0.076,4,13259,0.0016
Xuzhou,1999,0.017,0.456,779,6000327,0.101,0.006,0.165,5,8447,0.0188
Suqian,1999,0.026,0.339,584,1820013,0.118,0.001,0.105,0,6190,0.0068
Taizhou,1999,0.031,0.492,866,3689193,0.105,0.002,0.122,1,7042,-0.001
Zhenjiang,1999,0.026,0.473,693,4165149,0.099,0.005,0.15,6,9294,0.0011
Yangzhou,1999,0.031,0.511,674,4269748,0.103,0.002,0.15,2,8637,0.0051
Yancheng,1999,0.02,0.425,530,5002400,0.109,0.01,0.182,3,6977,-0.0008
Lianyungang,1999,0.023,0.39,602,2849626,0.101,0.007,0.141,3,7083,0.0045
Nantong,1999,0.029,0.484,982,6704393,0.101,0.006,0.118,4,8311,-0.0035
Suzhou,1999,0.038,0.498,679,13584312,0.138,0.005,0.1,7,10582,0.0028
Changzhou,1999,0.026,0.526,776,5387217,0.1,0.002,0.12,3,10515,-0.0006
Bengbu,1999,0.049,0.381,569,1802529,0.032,0.008,0.161,3,6448,0.0056
Hangzhou,1999,0.066,0.442,371,12252795,0.102,0.005,0.095,18,12187,0.0054
Huainan,1999,0.042,0.679,966,1258010,-0.001,0.002,0.142,3,6021,0.0093
Zibo,1999,0.031,0.618,683,5680000,0.09,0.011,0.179,3,8151,0.0012
Huaibei,1999,0.061,0.724,703,987706,0.068,0.005,0.114,2,6749,0.0196
Nanjing,1999,0.029,0.479,815,8994202,0.085,0.009,0.102,31,11931,0.0114
Qingdao,1999,0.026,0.556,660,9928300,0.138,0.001,0.093,4,9290,0.0019
Jinan,1999,0.034,0.444,759,8813156,0.104,0.004,0.11,18,9083,0.005
Yingtan,1999,0.048,0.446,296,420336,-0.102,0.004,0.11,1,7530,0.0051
Xinyu,1999,0.037,0.637,339,599750,0.082,0.006,0.124,1,7173,0.0025
Jiujiang,1999,0.039,0.429,242,1919469,0.144,0.007,0.093,6,5998,-0.0112
Pingxiang,1999,0.138,0.496,467,919901,0.096,0.006,0.137,1,6675,-0.0021
Jingdezhen,1999,0.009,0.335,286,876154,0.07,0.005,0.149,2,5526,-0.0093
Nanchang,1999,0.026,0.454,571,3998020,0.089,0.005,0.095,12,7725,0.004
Longyan,1999,0.023,0.389,149,2078099,0.105,0.008,0.149,2,8194,-0.001
Nanping,1999,0.027,0.399,115,2149324,0.035,0.006,0.158,5,7207,-0.0009
Zhangzhou,1999,0.034,0.395,354,4870732,0.138,0.007,0.111,5,7362,0.0001
Quanzhou,1999,0.033,0.633,606,9518340,0.122,0.01,0.17,4,9043,-0.0141
Sanming,1999,0.033,0.478,116,2398875,0.098,0.01,0.116,1,8531,-0.0058
Putian,1999,0.018,0.556,722,1760444,0.12,0.012,0.219,2,8321,-0.0061
Xiamen,1999,0.022,0.652,824,4582928,0.149,0.005,0.135,3,14010,0.014
Fuzhou,1999,0.009,0.464,487,9434378,0.131,0.008,0.146,13,9780,-0.0037
Suzhou,1999,0.056,0.278,583,1975034,0.156,0.01,0.237,1,5180,0.0031
Chuzhou,1999,0.012,0.387,310,2435104,0.078,0.009,0.116,2,5646,0.0071
Huangshan,1999,0.024,0.323,149,778711,0.09,0.005,0.132,1,6263,-0.0004
Anqing,1999,0.054,0.323,388,2482255,0.034,0.004,0.104,2,5881,0.0006
Tongling,1999,0.032,0.647,623,685354,0.085,0.005,0.077,1,7153,0.0016
Maanshan,1999,0.042,0.687,701,1236502,0.083,0.002,0.097,2,8548,0.0018
Shanghai,1999,0.023,0.443,2472,40349600,0.102,0.011,0.137,41,16641,0.0084
Shijiazhuang,1999,0.009,0.449,554,9083677,0.107,0.005,0.136,11,7938,0.0056
Mudanjiang,1999,0.046,0.542,80,1911618,0.055,0.003,0.117,3,6021,0.0026
Dalian,1999,0.047,0.466,434,10030806,0.112,0.004,0.071,15,10259,0.0095
Shenyang,1999,0.013,0.35,522,10131885,0.1,0.008,0.115,21,8511,0.0102
Chifeng,1999,0.007,0.139,50,1539264,0.047,0.002,0.156,1,5815,0.0088
Wuhai,1999,0.047,0.648,241,338519,0.046,0.004,0.093,0,5997,-0.0184
Baotou,1999,0.016,0.363,73,2140579,0.073,0.005,0.098,4,6849,-0.004
Hohhot,1999,0.026,0.334,121,1564299,0.087,0.002,0.14,8,7346,0.0026
Shuozhou,1999,0.004,0.205,127,769498,-0.073,0.002,0.192,0,6076,0.0075
Jincheng,1999,0.007,0.327,226,1336030,-0.188,0.007,0.181,0,5767,-0.0095
Changzhi,1999,0.003,0.285,226,1535400,0.012,0.007,0.13,2,6286,-0.0028
Yangquan,1999,0.003,0.481,274,909487,-0.074,0.016,0.167,1,4786,0.0015
Anshan,1999,0.044,0.655,368,5249721,0.1,0.004,0.079,3,7122,0.005
Datong,1999,0.001,0.301,197,1569588,-0.045,0.006,0.182,3,5742,0.0067
Langfang,1999,0.014,0.278,586,3324707,0.109,0.006,0.18,5,7349,-0.0004
Cangzhou,1999,0.015,0.344,469,4225325,0.103,0.009,0.113,2,6146,0.0081
Chengde,1999,0.018,0.384,89,1585321,0.02,0.006,0.122,5,6255,-0.0036
Zhangjiakou,1999,0.027,0.514,120,2295098,0.031,0.005,0.098,5,6048,0.0047
Baoding,1999,0.016,0.393,510,6365742,0.115,0.003,0.122,6,6838,-0.0011
Xingtai,1999,0.021,0.439,522,3393337,0.105,0.005,0.12,3,6255,0.0049
Handan,1999,0.024,0.538,681,4969986,0.077,0.004,0.12,6,6169,0.0106
Qinhuangdao,1999,0.021,0.432,353,2629975,0.061,0.002,0.117,8,8314,0.0027
Tangshan,1999,0.029,0.563,515,8325611,0.107,0.004,0.115,4,7288,0.0044
Taiyuan,1999,0.012,0.395,429,3326763,0.054,0.004,0.121,11,7378,0.0081
Fushun,1999,0.036,0.643,210,2057915,0.089,0.006,0.099,3,7189,0.0006
Benxi,1999,0.035,0.687,186,1332939,0.012,0.003,0.13,3,7400,-0.0004
Dandong,1999,0.024,0.383,161,1660695,0.063,0.015,0.077,4,6462,0.0005
Qitaihe,1999,0.083,0.654,136,529811,0.077,0.005,0.141,0,5958,0.0041
Jiamusi,1999,0.043,0.321,73,1327702,0.072,0.003,0.122,1,5655,0.0005
Yichun,1999,0.038,0.787,41,676912,0.08,0.007,0.133,1,4189,0.0013
Daqing,1999,0.023,0.536,117,7129370,0.088,0.016,0.039,1,13109,0.0153
Shuangyashan,1999,0.031,0.34,67,819887,0.03,0.003,0.171,0,5492,0.008
Hegang,1999,0.062,0.384,76,629391,0.054,0.002,0.194,0,5552,-0.0006
Jixi,1999,0.023,0.481,87,1181365,0.083,0.008,0.171,4,5304,0.0014
Qiqihar,1999,0.027,0.414,132,2683433,0.069,0.004,0.215,3,6022,0.0052
Harbin,1999,0.03,0.544,175,8832800,0.102,0.007,0.109,24,7577,0.0045
Baicheng,1999,0.032,0.32,78,700595,0.167,0.016,0.152,1,5008,-0.0078
Baishan,1999,0.039,0.644,74,784468,0.062,0.004,0.148,0,5778,-0.0114
Tonghua,1999,0.075,0.479,149,1304049,0.086,0.013,0.15,1,6210,-0.0111
Liaoyuan,1999,0.029,0.515,244,610594,0.081,0.002,0.134,0,5517,-0.0057
Siping,1999,0.027,0.322,230,1644020,0.069,0.007,0.219,2,5228,-0.0023
Changchun,1999,0.01,0.458,366,7070473,0.148,0.003,0.164,29,8618,0.0073
Huludao,1999,0.044,0.562,256,1517184,0.05,0.003,0.083,1,7088,0.0014
Chaoyang,1999,0.089,0.431,169,860804,-0.026,0.007,0.08,1,5913,-0.0014
Tieling,1999,0.045,0.434,229,1185487,0.068,0.012,0.11,3,4473,0.0014
Panjin,1999,0.039,0.373,297,2515475,0.01,0.005,0.024,1,8601,0.0025
Liaoyang,1999,0.038,0.582,379,1547268,0.073,0.005,0.106,3,7653,0.0027
Fuxin,1999,0.051,0.643,185,644568,0.004,0.004,0.077,2,5406,0.0018
Yingkou,1999,0.223,0.416,415,1545225,0.1,0.006,0.113,4,6663,0.0001
Jinzhou,1999,0.05,0.403,297,1867279,0.065,0.009,0.094,5,6729,0.0017
Heihe,1999,0.006,0.236,24,755324,0.02,0.009,0.23,1,4839,0.0135
Zaozhuang,1999,0.025,0.534,782,2271258,-0.035,0.005,0.168,1,6333,0.001
Baiyin,1999,0.044,0.624,81,718506,0.086,0.011,0.081,0,6938,-0.0041
Yantai,1999,0.024,0.517,469,8006600,0.112,0.03,0.127,4,7746,0.0004
Guangyuan,1999,0.01,0.41,185,849752,0.022,0.003,0.142,0,5644,0.0016
Mianyang,1999,0.017,0.471,257,3105223,0.011,0.006,0.064,6,6054,-0.0056
Deyang,1999,0.043,0.558,631,2434517,0.069,0.005,0.072,1,8051,0.0072
Panzhihua,1999,0.038,0.76,137,1083057,0.033,0.011,0.081,1,8562,0.0031
Zigong,1999,0.06,0.502,720,1429004,0.059,0.054,0.13,3,6202,-0.0014
Chengdu,1999,0.041,0.481,810,11900325,0.102,0.004,0.085,20,9035,0.0067
Sanya,1999,0.005,0.079,241,256102,0.1,0.003,0.179,0,7933,0.0162
Yulin,1999,0.025,0.258,439,1911475,0.065,0.002,0.133,1,5945,0.0055
Guigang,1999,0.018,0.232,421,1035320,0.055,0.001,0.195,0,5540,0.0004
Suining,1999,0.085,0.407,706,1107617,0.071,0.007,0.15,0,5680,-0.0102
Guilin,1999,0.03,0.352,172,2763149,0.095,0.007,0.117,7,6972,0.0005
Liuzhou,1999,0.028,0.543,341,1752306,0.09,0.004,0.103,3,8461,0.0039
Nanning,1999,0.028,0.355,285,2745506,0.105,0.006,0.094,13,8246,0.0093
Yunfu,1999,0.024,0.449,322,1720537,0.061,0.013,0.039,0,7641,0.0148
Chaozhou,1999,0.038,0.405,787,1837378,0.099,0.002,0.103,1,6898,-0.0008
Zhongshan,1999,0.006,0.416,733,2726750,0.111,0.003,0.171,1,12606,0.0056
Dongguan,1999,0.001,0.443,612,4128370,0.179,0.01,0.144,2,12480,0.0044
Meizhou,1999,0.076,0.31,301,1615402,0.075,0.003,0.109,2,7584,0.0135
Huizhou,1999,0.012,0.598,244,3923696,0.126,0.006,0.104,1,8882,0.0148
Zhaoqing,1999,0.005,0.232,257,3923948,0.108,0.012,0.111,4,8219,0.0056
Beihai,1999,0.059,0.274,418,1076779,0.069,0.002,0.116,0,6888,0.0124
Nanchong,1999,0.034,0.348,568,1585377,0.09,0.002,0.296,3,5416,-0.0019
Yibin,1999,0.049,0.493,379,1786385,0.091,0.007,0.098,1,5778,0.0039
Guang'an,1999,0.07,0.345,678,1169266,0.052,0.002,0.254,0,6000,0.0128
Dongying,1999,0.006,0.692,215,3308400,0.085,0.005,0.081,2,13269,0.0017
Wuzhong,1999,0.049,0.299,67,785000,0.102,0.001,0.233,1,6692,0.0149
Shizuishan,1999,0.036,0.367,154,443880,0.082,0.004,0.095,0,7553,-0.0011
Tianshui,1999,0.071,0.419,232,736297,-0.318,0.003,0.166,1,5661,-0.0007
Jinchang,1999,0.049,0.692,50,312876,0.08,0.004,0.077,1,9919,0.0042
Lanzhou,1999,0.028,0.541,220,2752498,0.08,0.006,0.128,14,8368,0.004
Hanzhong,1999,0.045,0.442,134,1355178,0.082,0.003,0.263,2,5450,0.0081
Yan'an,1999,0.038,0.278,52,812480,0.088,0.004,0.259,1,6159,0.0096
Weinan,1999,0.015,0.456,397,1521913,0.012,0.001,0.371,1,5532,0.0073
Xianyang,1999,0.029,0.512,458,2081979,0.046,0.001,0.148,5,6245,0.0096
Baoji,1999,0.018,0.532,196,1827659,0.097,0.01,0.137,1,6920,0.0126
Tongchuan,1999,0.017,0.697,213,388113,0.089,0.003,0.051,0,6555,-0.0015
Xi'an,1999,0.022,0.46,676,6137007,0.122,0.002,0.108,25,7764,0.0129
Yuxi,1999,0.015,0.344,130,2941452,-0.074,0.002,0.14,1,9761,0.0035
Qujing,1999,0.027,0.387,185,2001594,0.04,0.001,0.262,1,8086,0.0073
Kunming,1999,0.03,0.453,224,5918911,0.114,0.008,0.114,14,9560,0.0082
Zunyi,1999,0.027,0.378,230.73,2259573,0.084,0.006,0.182,2,6061,0.0009
Liupanshui,1999,0.046,0.606,276.38,745294,0.089,0.002,0.124,1,6880,0.0177
Leshan,1999,0.032,0.503,269,1404103,0.01,0.002,0.27,1,6526,0.0003
Foshan,1999,0.02,0.543,863,8337935,0.095,0.001,0.106,1,11796,0.0042
Shangqiu,1999,0.021,0.304,751,2601554,0.108,0.011,0.174,1,4986,-0.0121
Nanyang,1999,0.024,0.432,393,4849380,0.081,0.014,0.132,2,5760,-0.0006
Sanmenxia,1999,0.027,0.578,209,1520925,0.08,0.009,0.098,1,5739,0.0028
Luohe,1999,0.013,0.468,948,1469191,0.108,0.009,0.111,1,5046,-0.0032
Xuchang,1999,0.024,0.403,876,2591992,0.097,0.013,0.124,1,5568,0.001
Puyang,1999,0.027,0.564,822,2179107,0.309,0.014,0.099,0,7750,0.0033
Jiaozuo,1999,0.035,0.574,798,2117325,-0.136,0.011,0.13,2,5099,0.0066
Xinxiang,1999,0.038,0.498,653,2632148,0.047,0.027,0.144,6,5577,0.0065
Pingdingshan,1999,0.045,0.578,604,2494817,0.065,0.015,0.131,2,6680,-0.006
Luoyang,1999,0.025,0.538,405,3774544,0.058,0.015,0.092,6,6881,0.0113
Kaifeng,1999,0.031,0.427,720,1991607,0.095,0.009,0.135,5,5404,0.002
Zhengzhou,1999,0.024,0.468,849,6408491,0.061,0.014,0.1,23,8231,0.0145
Liaocheng,1999,0.032,0.401,645,2536500,0.112,0.001,0.152,1,6241,-0.0014
Dezhou,1999,0.034,0.413,513,3120000,0.052,0.005,0.106,2,5722,0.0037
Linyi,1999,0.026,0.395,579,5015900,0.111,0.001,0.192,2,6390,-0.0006
Laiwu,1999,0.031,0.653,545,991000,-0.03,0.024,0.194,0,7972,0.0001
Rizhao,1999,0.027,0.407,519,1856200,0.095,0.003,0.19,2,6404,-0.0024
Weihai,1999,0.011,0.548,453,5008000,-0.022,0.003,0.1,2,7070,0.003
Tai'an,1999,0.027,0.54,694,3563100,0.037,0.007,0.153,5,5898,-0.0005
Jining,1999,0.022,0.507,734,5300000,0.065,0.044,0.176,5,7543,0.0007
Jiangmen,1999,0.026,0.537,398,5146937,0.103,0.005,0.146,1,8679,-0.0025
Weifang,1999,0.024,0.509,530,6473000,-0.12,0.006,0.156,3,6783,0.001
Xinyang,1999,0.023,0.311,396,2389627,0.077,0.01,0.185,2,5289,-0.007
Wuhan,1999,0.038,0.422,874,10856837,0.092,0.006,0.13,34,8812,0.0093
Anyang,1999,0.027,0.52,692,2312626,0.072,0.014,0.105,2,6548,0.0062
Shantou,1999,0.006,0.336,2175,4545900,0.092,0.007,0.159,1,9781,-0.0003
Huangshi,1999,0.063,0.558,539,1800312,0.034,0.019,0.117,2,6570,-0.0099
Shaoguan,1999,0.038,0.499,166,1966510,0.099,0.004,0.124,1,8243,0.0106
Guangzhou,1999,0.03,0.43,921,20567383,0.132,0.007,0.078,32,16671,0.0184
Huaihua,1999,0.071,0.374,174,2102492,0.078,0.003,0.105,1,6498,0.0004
Yongzhou,1999,0.016,0.314,251,2438451,0.08,0.01,0.103,1,6251,0.0018
Chenzhou,1999,0.057,0.356,232,2313984,0.099,0.011,0.139,2,7266,0.002
Zhangjiajie,1999,0.019,0.254,163,548323,0.066,0.001,0.116,1,7088,-0.0012
Changde,1999,0.015,0.273,328,3193840,0.08,0.002,0.104,1,6986,0.004
Yueyang,1999,0.069,0.336,346,3312443,0.091,0.009,0.112,1,6678,0.0017
Shaoyang,1999,0.04,0.312,346,2354781,0.08,0.002,0.072,2,6274,0.0012
Yiyang,1999,0.039,0.254,370,1927356,0.067,0.004,0.122,2,5472,0.0026
Ezhou,1999,0.085,0.568,691,917709,-0.2,0.003,0.145,1,6417,-0.0187
Xiangtan,1999,0.042,0.565,555,2133810,0.083,0.007,0.091,5,7507,0.0004
Zhuzhou,1999,0.051,0.545,328,2809966,0.095,0.005,0.097,4,8380,0.0048
Changsha,1999,0.038,0.385,493,5884360,0.101,0.007,0.077,23,8581,0.0025
Huanggang,1999,0.042,0.247,418,3041404,-0.148,0.007,0.119,1,5890,-0.0066
Jingzhou,1999,0.007,0.303,452,2791174,-0.13,0.006,0.159,4,5817,-0.0018
Jingmen,1999,0.039,0.376,242,2298460,-0.254,0.004,0.087,2,6638,-0.0085
Hengyang,1999,0.083,0.444,459,3252363,0.079,0.005,0.099,6,6847,0.0016
Yichang,1999,0.029,0.451,189,3461031,-0.084,0.003,0.122,2,7157,-0.0049
Shiyan,1999,0.067,0.54,144,1674498,-0.104,0.013,0.147,4,7289,-0.0019
Shaoxing,2000,0.042,0.529,521,7797639,0.116,0.02,0.165,3,11461,-0.0017
Jinhua,2000,0.036,0.371,409,5465158,0.101,0.023,0.203,2,12385,-0.0004
Quzhou,2000,0.034,0.469,275,1618997,0.092,0.003,0.123,1,10686,-0.0005
Zhoushan,2000,0.036,0.373,683,1140261,0.12,0.007,0.188,1,11504,-0.0031
Huainan,2000,0.035,0.663,972,1259965,0.006,0.002,0.151,3,6824,0.0025
Hefei,2000,0.022,0.393,603,3247340,0.105,0.002,0.106,14,8881,0.0037
Wuhu,2000,0.045,0.46,659,2005754,0.069,0.008,0.074,6,8255,0.0047
Bengbu,2000,0.062,0.371,567,1596623,-0.127,0.01,0.173,3,6967,0.0017
Huzhou,2000,0.033,0.421,780,3778769,0.12,0.005,0.201,2,10343,0.0008
Taizhou,2000,0.021,0.417,581,6749875,0.119,0.036,0.195,1,13206,-0.002
Jiaxing,2000,0.043,0.451,846,5410181,0.123,0.144,0.15,2,12149,0.001
Changzhou,2000,0.035,0.522,781,6006573,0.11,0.002,0.114,3,11541,-0.0028
Ningbo,2000,0.032,0.485,578,11757538,0.089,0.004,0.085,8,15512,0.0028
Hangzhou,2000,0.042,0.428,375,13825616,0.12,0.005,0.09,32,14313,0.0093
Suqian,2000,0.027,0.305,591,2006512,0.11,0.002,0.144,0,6813,0.0081
